Precipitation_mm,Min_Temp_C,Max_Temp_C
5.2,19.8,24.4
4.0,19.6,24.0
1.0,18.0,28.7
2.5,19.7,27.0
7.5,19.0,23.7
8.4,19.7,27.5
57.0,17.4,18.3
38.0,17.0,26.5
38.8,18.0,27.8
27.5,17.9,28.5
5.2,17.0,30.0
0.7,16.6,31.2
0.1,15.8,29.5
8.9,16.3,27.3
0.1,15.0,29.2
0.0,16.0,30.0
0.0,16.5,30.3
0.0,15.4,29.8
0.0,15.7,29.6
0.0,14.0,29.6
0.0,14.4,29.4
0.0,13.0,29.4
0.0,13.6,30.0
0.0,14.3,30.0
0.0,17.0,30.0
0.0,17.5,29.3
0.0,17.6,28.0
0.0,16.0,28.8
0.0,15.0,28.0
0.0,14.6,28.0
0.0,12.6,26.5
0.0,15.9,26.0
0.0,11.4,26.7
3.1,11.6,26.4
0.0,11.7,26.4
0.0,11.8,27.2
0.0,13.4,26.3
0.1,10.4,25.3
0.0,11.5,25.9
0.0,11.6,25.8
0.0,12.0,25.5
0.0,11.5,24.5
0.0,10.4,23.3
0.0,9.2,19.0
0.0,12.2,22.5
0.0,11.6,22.5
0.0,11.0,23.3
0.0,10.8,21.6
9.0,12.7,21.5
0.0,8.8,25.6
0.0,8.7,27.0
0.0,8.5,25.6
0.0,11.0,24.0
0.0,12.0,24.0
0.4,13.4,18.3
0.0,9.6,21.5
0.0,10.5,21.8
0.0,10.4,20.5
3.5,11.7,18.0
0.0,10.9,18.5
0.0,8.6,21.6
0.0,7.3,23.6
0.0,7.0,23.5
0.0,6.8,23.5
0.0,7.1,24.2
0.0,8.0,23.6
0.0,7.0,23.0
0.0,6.2,22.3
0.0,7.0,23.3
0.0,7.0,22.0
0.0,8.4,21.8
0.0,10.1,22.0
0.0,9.7,22.7
0.0,7.6,22.3
0.0,6.5,17.8
0.0,6.7,20.4
0.0,8.2,20.9
0.0,8.6,20.5
0.0,6.6,20.7
0.0,6.6,20.5
0.0,7.0,20.7
0.0,6.7,18.7
0.0,3.8,18.5
0.0,2.6,17.7
0.0,2.7,17.3
0.0,2.5,17.0
0.0,3.0,17.0
0.0,3.0,17.6
0.0,3.0,16.0
0.0,3.8,17.3
0.0,3.0,18.2
0.0,2.7,18.0
0.0,2.2,18.0
0.0,1.5,17.4
0.0,1.5,18.5
0.0,2.7,19.3
0.0,2.0,17.9
0.0,2.4,18.5
0.0,2.7,18.7
0.0,3.2,18.8
0.0,2.6,18.8
0.0,1.8,18.8
0.0,1.0,20.3
0.0,3.2,12.7
9.9,7.0,14.9
0.3,6.8,13.0
0.0,3.9,16.2
0.0,3.0,16.2
0.0,5.0,17.2
0.0,3.5,17.5
0.0,3.4,15.5
0.0,4.0,17.7
7.6,4.7,15.4
0.0,2.0,17.0
0.0,1.7,15.3
0.0,1.5,15.6
0.0,0.0,16.8
0.0,0.6,17.5
0.0,2.0,13.0
0.0,2.7,18.0
0.0,0.8,17.2
0.0,1.0,18.0
0.0,2.7,18.2
0.0,2.0,17.9
0.0,1.0,19.5
0.0,4.2,19.2
0.0,1.4,19.8
0.0,3.8,20.0
0.0,2.4,20.7
0.0,2.7,20.2
0.0,2.5,19.7
0.0,1.7,20.5
0.0,1.4,20.5
0.0,2.0,20.5
0.0,2.3,20.5
0.0,1.3,20.5
0.0,2.7,21.2
0.0,3.8,22.2
0.0,5.4,23.2
0.0,4.5,23.8
0.0,3.5,25.7
12.2,9.6,11.5
29.3,6.0,18.6
0.0,3.0,21.7
0.0,4.2,20.4
0.0,2.8,21.0
0.0,3.5,18.5
0.3,3.8,21.2
0.0,7.8,20.6
0.0,4.3,20.0
0.0,6.3,23.8
0.0,6.2,24.5
0.0,4.8,25.2
0.0,6.4,23.5
0.0,8.6,24.0
0.0,6.7,24.8
0.0,6.4,28.0
0.0,5.5,26.5
0.0,5.0,27.5
0.0,5.5,26.8
0.0,5.5,26.6
0.0,7.2,24.9
0.0,7.5,23.8
0.0,6.0,23.5
0.0,4.5,23.8
0.0,5.0,22.7
0.0,5.3,24.4
0.0,7.3,25.0
0.0,7.8,27.0
0.0,8.0,26.2
0.0,6.5,26.0
0.0,5.5,24.8
0.0,5.0,24.8
0.0,2.8,27.5
0.0,3.5,25.8
0.0,11.7,21.6
7.8,6.2,24.2
0.0,6.5,23.5
7.4,5.4,24.5
0.0,7.2,25.2
0.0,8.6,23.7
0.0,10.0,26.3
0.0,10.4,28.6
0.0,10.5,29.8
0.0,10.3,31.4
0.0,10.6,30.8
0.0,11.2,27.0
0.0,12.8,27.0
0.0,12.3,28.4
0.0,12.2,30.4
0.0,12.0,32.2
0.0,11.0,30.0
0.0,11.0,29.4
0.4,12.0,29.6
0.0,12.4,30.2
0.0,14.5,29.6
0.0,14.4,27.2
19.2,13.2,27.2
0.2,11.8,29.0
19.4,11.0,25.0
0.0,11.4,26.6
0.0,12.8,27.7
8.2,12.5,26.3
21.8,12.0,23.4
8.3,14.0,24.4
0.5,14.0,28.5
1.0,11.0,29.0
0.5,14.5,29.6
0.0,12.1,23.4
0.6,10.2,28.6
0.0,11.4,30.0
0.0,12.6,30.6
0.0,14.0,29.5
0.0,13.5,30.8
0.0,17.0,29.2
0.0,15.0,30.5
0.0,12.8,29.9
0.0,12.8,31.7
0.0,13.0,30.5
0.0,13.2,31.5
0.0,13.5,30.4
0.0,14.0,29.5
0.4,11.0,29.5
0.0,13.0,30.3
0.0,11.8,30.6
0.0,10.0,30.0
0.0,12.0,28.6
3.0,10.0,28.3
0.6,14.4,26.2
0.0,11.5,29.0
0.0,12.5,31.5
0.0,15.0,31.5
0.0,15.6,29.8
7.4,16.0,29.2
17.3,13.3,30.5
0.0,16.0,31.4
1.3,15.4,31.2
0.0,16.5,32.2
0.0,16.0,32.6
0.0,15.5,30.6
0.0,15.5,33.0
0.0,17.6,33.0
0.6,16.6,31.6
6.2,16.3,31.7
0.0,16.4,33.0
0.0,17.6,33.6
2.4,16.4,33.3
0.0,17.0,34.0
0.0,19.0,34.0
1.0,21.0,30.2
2.4,20.6,31.2
0.0,21.0,32.7
0.0,19.6,33.2
0.0,20.3,33.2
0.0,21.0,31.8
9.2,20.4,31.0
12.4,17.8,29.8
0.0,19.9,32.4
1.8,16.7,32.2
0.0,16.6,32.6
0.0,17.2,32.2
0.0,19.0,32.4
0.0,19.8,34.2
0.0,20.4,32.4
0.0,19.6,33.0
0.8,19.2,34.2
0.0,19.8,34.0
0.0,21.5,35.2
1.6,20.2,33.2
1.2,21.5,34.6
0.0,21.6,34.4
7.4,21.4,30.2
3.0,21.0,28.2
11.3,20.6,30.6
5.7,21.6,31.4
0.0,21.0,30.5
7.5,21.5,28.0
8.3,21.2,25.6
38.5,20.4,25.5
30.9,20.3,28.5
0.0,21.4,30.5
1.7,20.2,29.5
0.0,19.6,29.9
7.9,21.2,29.7
0.0,20.4,31.5
0.9,21.4,32.0
4.8,20.8,31.4
53.9,19.0,29.0
16.4,20.5,27.0
14.2,20.8,28.0
2.3,20.2,26.0
4.2,20.3,30.2
1.4,20.0,30.0
7.7,20.5,30.5
0.0,20.4,30.8
4.3,21.3,29.2
3.4,21.0,30.5
2.5,21.5,26.4
6.2,20.0,30.5
67.5,20.6,27.0
19.5,20.5,26.6
22.3,20.6,29.0
4.3,21.0,27.0
12.6,21.0,22.8
12.4,20.6,29.0
4.6,20.6,31.3
13.5,20.6,27.7
15.4,20.8,29.5
32.5,20.6,27.4
24.9,21.0,28.5
0.5,20.0,30.5
27.6,20.5,29.0
18.0,20.5,28.3
12.7,20.8,30.4
9.6,21.0,29.6
32.2,21.4,28.8
1.0,21.2,25.5
0.4,20.5,28.2
35.6,20.3,26.3
18.2,20.2,29.5
0.0,20.0,30.4
23.3,21.0,30.6
0.0,20.2,29.5
0.0,20.4,29.6
18.8,19.6,24.5
5.1,19.0,31.2
3.7,20.0,31.0
18.7,19.0,29.4
5.0,19.4,30.3
0.0,20.0,30.7
1.0,20.8,29.6
22.2,20.6,31.2
0.4,21.2,31.0
22.8,20.4,30.3
1.1,21.0,31.0
14.2,20.4,27.2
2.3,20.3,28.7
30.3,19.8,28.2
7.0,19.5,29.0
1.6,20.0,29.6
4.5,20.5,30.2
1.4,19.2,31.0
0.8,19.4,30.5
0.0,19.8,31.1
1.3,21.2,29.0
9.9,20.0,30.3
39.0,20.5,29.8
1.6,20.6,29.4
22.0,19.4,28.4
0.0,18.5,30.6
10.0,20.0,30.4
7.0,19.5,31.1
11.4,19.0,29.2
0.0,19.5,30.3
0.0,19.5,32.3
50.0,20.0,30.5
1.7,20.2,28.8
39.0,19.4,29.3
38.0,19.8,29.8
12.6,19.6,28.5
75.0,19.5,29.5
7.4,19.8,27.5
37.2,19.5,26.0
23.5,19.5,20.5
23.5,19.0,24.6
1.3,18.0,29.0
0.0,18.5,30.1
0.0,18.9,30.5
0.0,18.5,30.4
0.0,18.5,30.6
0.0,18.0,29.7
0.0,17.6,31.0
1.0,17.0,29.6
0.0,18.5,30.5
0.0,19.0,31.2
0.0,18.0,31.3
0.0,18.0,30.5
0.0,18.0,30.0
0.0,18.5,29.7
0.0,17.4,29.7
0.0,16.0,29.5
0.0,16.0,29.5
0.0,16.2,28.4
0.0,15.5,29.6
0.0,15.3,29.4
0.0,14.8,26.0
13.2,15.4,27.5
0.0,15.7,28.0
0.0,13.6,28.9
0.0,13.4,27.4
0.0,13.3,27.2
0.0,12.0,26.0
0.0,12.6,26.5
0.0,12.0,26.5
0.0,11.4,26.8
0.0,12.0,27.0
0.0,11.4,26.2
0.0,11.0,26.0
0.0,12.0,27.0
0.0,11.0,26.5
0.0,10.6,25.8
0.0,8.8,24.6
0.0,8.4,24.3
0.0,9.0,24.8
0.0,8.0,25.6
0.0,8.3,26.2
0.0,8.0,27.0
0.0,7.6,27.4
0.0,8.0,25.7
0.0,7.5,24.8
0.0,7.4,24.7
0.0,7.6,24.5
0.0,10.0,24.5
0.0,9.5,23.6
0.0,8.0,23.4
0.0,6.8,22.5
0.0,7.4,22.2
0.0,9.0,21.5
0.0,7.3,23.0
0.0,7.5,22.4
0.7,6.2,22.7
0.0,4.9,22.9
0.0,5.0,23.0
0.0,6.0,23.0
0.0,5.5,24.6
0.0,6.0,24.2
0.0,5.8,23.2
0.0,5.8,22.7
0.0,5.0,22.0
0.0,4.8,22.2
0.0,7.0,21.2
0.0,8.5,21.2
0.0,5.0,20.3
0.0,4.8,19.6
0.0,4.9,19.3
0.0,5.0,19.5
0.0,5.0,20.0
0.0,4.9,20.3
0.0,3.5,19.7
0.0,3.8,19.5
0.0,4.0,20.0
0.0,3.6,21.6
0.0,3.5,20.6
0.0,5.2,20.3
0.0,8.5,20.6
0.0,9.4,20.5
0.0,8.0,19.8
0.0,8.0,20.0
0.0,5.8,20.5
0.0,3.6,19.8
0.0,4.5,19.4
0.0,3.3,19.2
0.0,2.6,20.5
0.0,2.0,19.0
0.0,3.0,20.7
0.0,4.2,19.3
0.0,5.0,18.0
0.0,6.0,19.0
0.0,3.2,16.6
0.0,4.4,16.7
0.0,2.3,19.0
0.0,1.5,20.0
0.0,1.6,18.5
0.0,1.6,17.5
0.0,1.5,17.2
0.0,1.9,18.5
0.0,1.6,18.5
0.0,1.3,18.0
0.0,5.2,19.5
0.0,2.4,18.0
0.2,0.8,19.0
0.0,2.4,18.5
0.0,2.0,17.6
0.0,0.7,18.2
0.0,0.2,17.5
0.0,-0.7,16.5
0.0,-1.1,16.7
0.0,-2.0,16.0
0.0,-0.9,15.0
0.0,-1.0,16.0
0.0,0.2,18.0
0.0,0.9,18.5
0.0,1.5,18.0
0.0,1.8,18.2
0.0,1.0,21.2
0.0,2.0,22.6
0.0,5.5,18.7
11.3,8.5,19.9
0.0,2.2,19.0
0.0,1.1,19.7
0.0,0.8,19.0
0.0,1.4,19.2
0.0,2.0,19.6
0.0,0.5,18.7
0.0,1.0,19.6
0.0,1.0,19.2
0.0,1.8,20.2
0.0,4.7,20.7
0.0,3.5,20.6
0.0,5.0,25.0
0.0,5.5,25.5
0.0,5.7,23.4
0.0,6.0,25.7
0.0,4.5,25.0
1.5,8.5,14.0
0.7,8.0,17.4
2.5,9.5,23.8
0.0,4.5,23.7
0.0,4.7,24.5
0.0,4.2,24.2
0.0,4.0,26.2
0.0,4.3,23.0
0.0,3.5,27.0
0.0,4.1,27.5
0.0,6.5,19.0
0.4,8.5,18.0
30.6,7.9,22.0
9.0,3.0,20.4
0.4,4.4,22.8
0.0,7.0,24.0
0.2,5.3,24.5
0.0,6.3,26.5
0.0,7.2,25.4
0.0,11.2,19.4
0.1,5.6,26.2
0.0,7.5,28.0
0.0,7.5,28.7
0.0,7.0,29.2
0.0,6.5,30.0
0.0,8.4,27.2
0.0,9.5,27.6
0.0,10.7,28.4
0.0,12.2,28.0
0.0,10.2,28.8
0.0,10.0,27.2
22.8,9.9,27.0
0.0,10.8,26.6
0.0,10.5,26.2
3.0,8.0,26.0
0.0,8.5,28.0
0.0,10.8,28.2
0.0,11.0,28.6
0.0,10.8,30.0
0.0,10.8,28.7
0.0,10.5,24.3
0.0,7.5,27.0
0.0,8.4,27.6
0.0,10.1,27.0
0.0,11.5,24.7
1.5,6.5,27.0
0.0,11.0,28.7
0.0,10.4,29.3
0.0,10.0,31.0
0.0,10.4,30.2
0.0,10.5,30.2
0.0,12.8,27.0
0.0,12.0,31.0
0.0,12.0,31.0
0.0,10.5,29.2
0.0,10.0,29.4
0.0,11.0,30.1
2.0,10.4,31.0
0.0,9.7,30.2
0.0,10.5,31.0
0.0,9.4,29.5
0.0,10.8,29.2
0.0,12.0,30.2
0.0,13.0,31.8
0.0,14.0,33.2
0.0,13.0,33.2
0.0,12.8,33.4
0.0,12.4,33.2
0.0,13.0,31.3
0.0,12.3,29.2
0.0,12.0,30.0
3.4,12.4,28.2
0.7,11.3,29.2
0.5,11.5,30.0
13.1,13.2,22.5
6.6,12.0,16.2
16.0,13.0,21.6
1.5,12.2,27.0
0.1,12.0,24.6
0.6,13.0,28.0
0.0,15.0,29.0
0.0,10.5,31.8
0.0,15.5,31.2
0.0,17.0,32.0
0.0,17.0,32.2
0.0,16.5,32.5
0.0,15.5,33.4
0.0,12.8,32.1
0.0,11.5,30.7
0.0,13.0,31.0
0.0,15.3,31.0
0.0,17.6,30.1
4.3,16.4,26.0
0.0,18.0,31.4
0.0,17.0,33.0
0.0,18.0,32.6
2.0,14.5,33.2
0.0,18.6,33.2
0.0,15.0,33.3
1.4,15.4,30.6
2.8,14.5,29.0
33.0,14.9,30.1
1.2,16.5,26.7
0.2,18.0,31.0
0.5,19.5,25.5
53.0,18.0,29.8
1.0,20.1,28.0
0.5,19.6,29.1
100.5,18.0,28.7
0.0,20.0,31.2
0.0,21.0,29.4
20.5,18.4,28.8
0.4,20.0,30.2
6.8,19.0,30.7
0.0,19.0,24.2
50.5,17.4,23.4
1.7,18.6,27.2
0.0,17.6,30.0
0.3,18.4,30.2
0.0,19.2,31.0
0.2,20.5,31.0
32.8,20.4,30.6
1.0,20.5,29.2
50.2,20.0,29.7
0.0,21.2,31.0
0.0,21.4,31.2
1.4,21.2,31.3
2.6,21.2,31.3
19.5,18.4,31.0
0.0,19.0,30.8
1.4,20.0,30.6
20.5,19.5,28.2
0.7,19.9,27.3
38.5,19.2,24.4
20.2,18.0,27.6
3.7,20.4,30.4
0.0,21.4,30.4
60.0,20.4,30.2
0.6,21.0,32.0
12.0,20.6,32.0
16.5,20.3,30.5
0.4,21.7,30.5
4.1,20.9,30.0
2.3,20.4,29.6
4.5,20.4,29.6
4.0,20.6,30.6
1.6,20.6,30.6
0.0,20.4,29.7
1.1,17.6,29.7
0.5,21.0,30.1
4.5,20.6,30.1
2.7,21.4,28.8
15.6,20.2,28.8
8.6,20.9,26.6
1.8,20.4,26.8
24.2,20.4,27.9
9.5,20.4,28.2
0.2,20.4,28.5
0.0,19.8,30.2
8.2,20.4,30.2
44.9,20.4,29.3
0.0,21.2,29.2
4.3,20.6,29.8
1.0,21.2,29.8
9.0,20.2,26.4
1.2,19.8,30.5
0.5,21.0,30.2
56.5,20.6,30.2
12.6,19.8,29.6
24.8,20.5,30.0
75.0,20.0,30.0
64.8,20.2,30.6
5.0,21.2,30.6
11.2,20.6,29.2
3.6,21.4,29.5
3.4,20.2,29.5
32.2,20.3,29.5
25.6,20.8,29.5
8.2,20.6,29.3
15.0,20.3,30.4
10.2,21.0,31.2
20.3,20.8,31.2
2.2,19.4,28.6
8.7,19.7,28.6
22.2,19.2,28.2
4.6,20.2,28.0
0.0,20.2,29.0
16.8,20.4,29.0
40.0,20.0,29.3
64.7,19.2,29.4
10.0,19.8,29.2
0.0,19.6,30.0
2.0,19.8,30.2
70.3,20.4,30.2
4.3,19.6,30.0
1.9,20.0,30.0
44.0,19.5,30.0
2.5,20.6,30.0
5.2,19.8,29.5
0.3,19.8,31.2
0.3,21.2,31.2
16.8,20.6,31.0
26.4,20.2,30.8
0.4,20.0,28.0
2.0,20.2,28.7
2.3,22.4,28.5
3.1,19.2,29.3
21.1,20.8,29.3
1.4,21.0,28.0
0.4,21.2,23.5
3.3,19.8,25.4
67.2,19.6,28.5
0.0,19.2,31.0
0.0,18.2,31.0
0.0,18.8,30.3
0.0,19.0,29.5
10.7,18.2,29.5
0.0,18.5,30.7
1.3,18.2,30.7
0.4,19.2,29.2
0.0,19.2,31.0
19.3,19.0,32.2
6.2,17.2,31.5
0.0,15.5,30.0
0.0,17.4,30.5
0.0,18.2,30.6
0.0,19.3,30.6
2.0,18.8,30.5
0.0,20.4,30.5
0.0,19.8,30.4
46.7,19.8,30.4
25.0,19.0,30.5
0.0,19.2,30.2
0.0,18.1,30.0
0.0,19.0,30.5
0.0,18.8,30.5
33.4,17.5,29.6
0.0,19.0,27.6
0.0,18.6,28.3
0.7,19.1,28.3
6.2,17.5,25.2
7.5,18.0,25.5
3.3,18.4,25.5
3.1,17.0,26.6
2.5,17.0,28.5
0.0,19.4,28.5
0.0,18.5,30.3
0.0,18.0,30.3
0.0,17.5,30.5
0.0,16.4,30.5
0.0,15.6,29.5
27.8,15.4,20.1
42.0,15.7,19.6
0.4,17.5,25.0
0.0,17.7,28.0
2.2,17.5,28.0
0.0,16.5,27.5
0.0,14.4,26.3
0.0,13.1,26.0
0.0,13.3,26.5
0.0,12.6,26.5
0.0,13.8,27.0
0.0,14.9,27.0
0.0,14.4,25.6
0.0,14.0,25.6
0.0,15.8,25.2
0.0,11.4,25.2
0.0,12.3,24.0
0.0,13.0,24.0
0.0,11.0,23.0
0.0,10.2,23.4
0.0,0.9,23.4
0.0,8.8,23.3
0.0,9.5,23.0
0.0,9.3,24.2
0.0,9.0,24.2
0.0,10.0,24.2
0.0,13.0,23.6
0.0,9.8,23.5
0.0,6.7,23.5
0.0,6.2,23.4
0.0,6.0,23.0
0.0,6.4,22.5
0.0,6.0,23.0
0.0,6.0,23.5
0.0,6.0,23.5
0.0,5.0,23.5
0.0,7.2,22.5
0.0,7.0,21.5
0.0,6.8,21.0
0.0,6.2,21.0
0.0,8.2,19.5
0.0,8.0,21.0
0.0,8.0,21.0
0.0,7.7,22.0
0.0,8.0,22.0
0.0,8.0,22.0
0.0,9.4,21.2
0.0,7.4,21.0
0.0,9.0,21.0
0.0,7.0,21.6
0.0,6.8,22.0
0.0,6.4,20.6
0.0,6.5,20.0
0.0,6.9,21.0
0.0,7.0,21.0
0.0,6.5,20.0
0.0,7.0,20.5
0.0,6.5,19.5
0.0,5.5,19.5
0.0,7.0,19.2
0.0,6.5,18.0
0.0,7.0,17.2
0.0,4.0,18.0
0.0,2.5,19.0
0.0,4.0,16.0
0.0,6.0,15.5
0.0,6.0,16.3
0.0,5.5,16.0
0.0,3.0,16.0
0.0,1.5,17.0
0.0,2.5,18.1
0.0,2.5,18.5
0.0,2.0,20.0
0.0,2.0,21.4
0.0,3.2,18.0
0.0,4.0,18.5
0.0,1.7,18.3
0.0,0.5,18.3
0.0,1.8,16.6
0.0,2.5,20.0
0.0,2.0,19.0
0.0,1.8,18.0
0.0,4.4,17.0
0.0,4.0,18.2
0.0,2.2,17.0
0.0,1.0,17.5
0.0,1.5,16.3
0.0,1.5,16.5
0.0,1.5,18.8
0.0,4.0,17.1
0.0,4.5,16.5
0.0,3.0,18.2
0.0,4.0,18.5
0.0,4.0,18.8
0.0,3.0,18.5
0.0,5.5,19.0
0.0,7.8,12.6
4.2,2.5,18.0
0.0,3.6,19.0
0.0,3.6,20.3
0.0,7.5,20.6
0.0,10.0,19.2
0.0,7.0,19.0
0.0,4.0,19.8
0.0,2.5,20.8
0.0,4.0,20.8
0.0,3.5,20.7
0.0,5.0,20.1
0.0,4.5,20.6
0.0,5.1,20.5
0.0,4.5,21.0
0.0,4.5,22.5
0.0,5.0,23.9
0.0,5.3,23.5
0.0,4.5,22.2
0.0,4.5,21.5
0.0,6.0,22.0
0.0,4.5,21.5
0.0,4.0,23.4
0.0,3.0,22.2
0.0,7.4,20.3
0.0,2.5,20.5
0.0,2.7,22.0
3.0,8.6,15.0
6.5,7.5,16.6
8.5,5.0,11.9
8.7,3.5,16.8
0.0,2.5,22.4
0.0,4.0,21.6
0.0,6.5,22.5
0.0,6.5,22.5
0.0,10.5,17.4
0.0,6.7,23.5
0.0,6.0,23.0
0.0,6.6,21.9
0.0,8.5,21.0
0.0,8.5,18.5
0.0,8.5,23.0
7.0,9.8,19.0
15.6,7.5,21.1
0.0,5.5,22.5
0.0,7.0,23.0
0.0,8.5,24.2
0.0,6.2,24.0
0.0,6.5,23.5
0.0,6.7,24.2
0.0,7.0,24.3
0.0,9.0,24.6
0.0,7.5,26.0
0.0,7.7,26.5
0.0,7.6,26.8
0.0,8.3,27.2
0.0,10.5,27.5
0.0,11.0,28.0
0.0,12.5,28.5
0.0,12.3,28.5
1.0,9.4,27.0
0.0,9.0,25.4
1.5,9.4,25.2
18.5,9.0,23.5
12.0,8.0,22.2
0.0,11.0,22.4
0.0,10.0,26.7
3.1,9.5,27.0
0.0,10.2,28.0
0.0,11.5,30.2
0.0,12.0,29.8
0.0,12.5,31.5
0.0,10.7,30.5
0.0,10.0,29.0
0.0,9.5,28.4
0.0,9.8,21.4
2.1,8.5,27.5
0.0,11.6,24.7
0.0,15.0,25.5
0.0,13.0,29.0
2.5,10.8,29.7
0.0,11.5,31.0
0.0,11.8,29.5
0.0,10.0,28.2
0.0,10.7,28.0
0.0,9.0,25.4
1.0,9.5,24.6
0.0,9.0,30.3
0.0,11.5,31.0
0.0,13.6,31.0
0.0,12.5,30.0
0.0,15.5,31.2
0.0,13.5,31.0
0.0,11.4,32.5
0.0,12.8,31.5
0.0,12.5,32.6
0.0,13.5,31.2
0.0,9.0,32.5
0.0,10.5,32.1
0.0,14.5,33.5
0.4,13.5,32.3
0.0,15.4,31.7
0.0,17.0,32.0
0.0,17.5,30.5
20.3,14.5,22.5
28.2,14.0,28.5
0.5,15.4,25.0
42.1,13.0,21.5
0.2,15.0,27.5
0.5,15.5,29.0
0.0,17.2,30.5
0.0,18.2,31.2
0.0,15.5,31.5
0.0,16.0,31.7
0.0,15.8,31.5
0.0,15.8,32.0
0.0,15.5,32.0
0.0,15.6,31.5
0.0,15.5,31.5
0.0,15.5,32.0
0.0,16.2,32.7
0.0,19.6,32.0
0.0,19.4,33.0
0.0,18.0,33.2
0.0,15.6,33.0
0.0,17.0,32.8
0.0,18.5,31.1
4.5,17.5,31.0
52.3,15.5,21.0
1.7,17.1,23.5
0.5,16.6,30.2
0.0,17.4,29.0
2.7,16.0,29.5
0.0,19.0,29.8
0.0,17.6,31.5
1.5,16.0,31.0
0.0,18.4,30.5
0.0,19.5,31.5
0.0,19.0,32.0
2.7,21.2,31.0
1.5,21.0,26.8
2.0,21.5,31.0
5.9,19.5,30.8
0.0,20.5,32.0
13.5,18.5,31.5
0.0,20.0,31.0
0.0,19.0,31.5
0.0,19.5,31.0
29.8,18.8,30.0
0.0,20.8,32.3
3.0,19.6,31.2
0.0,21.0,30.5
7.3,21.3,29.5
12.8,21.0,29.5
48.2,20.5,26.6
12.8,20.0,29.5
1.8,21.0,29.5
0.0,21.4,31.5
0.0,20.5,30.7
0.0,21.5,30.5
0.0,21.4,31.0
23.0,20.5,30.0
0.0,21.0,30.0
0.0,21.0,30.0
93.1,19.0,30.0
0.0,21.0,29.2
3.4,21.0,29.5
1.0,21.2,28.0
1.5,21.6,28.7
1.5,21.5,29.0
0.0,20.6,29.4
0.2,21.5,30.4
38.1,21.0,31.5
0.4,21.2,30.5
19.6,20.5,29.5
3.6,22.0,31.1
60.0,20.4,30.5
0.5,21.3,29.8
44.5,21.0,27.5
9.9,21.0,29.2
14.1,20.5,29.0
0.0,21.5,30.5
2.5,20.5,30.5
14.6,21.4,29.5
16.4,20.2,31.5
4.3,21.5,30.2
15.8,21.0,27.5
28.0,20.5,24.4
39.2,20.0,27.2
15.4,20.0,30.0
0.6,20.5,30.5
0.0,20.6,31.2
12.4,21.0,30.5
19.0,20.5,29.8
2.3,21.5,30.4
8.2,21.0,30.5
2.1,22.0,30.5
9.5,21.5,27.8
8.8,20.6,29.9
9.5,22.0,31.2
0.0,20.2,30.4
0.3,21.0,30.5
26.0,21.0,31.0
3.0,21.0,30.6
5.2,21.0,29.0
1.6,21.5,30.0
7.0,20.4,30.0
14.3,21.6,28.5
15.2,21.2,22.5
30.0,19.4,24.5
6.6,19.4,30.0
0.0,20.0,30.5
1.6,21.5,30.5
1.2,21.5,28.3
2.0,21.0,28.0
1.2,20.2,28.7
2.2,20.5,30.2
12.4,20.5,29.5
40.0,20.4,30.0
3.6,21.0,28.0
3.5,19.9,29.5
11.3,19.5,29.5
42.0,19.4,29.0
1.2,20.0,30.2
5.0,19.0,30.5
20.0,19.5,30.0
14.0,21.0,29.8
0.0,19.0,31.0
0.0,19.4,30.8
0.0,19.4,30.2
0.0,20.2,30.5
0.5,20.8,30.8
14.8,20.0,30.0
0.5,20.4,30.2
35.8,20.0,28.8
10.1,19.4,27.5
26.0,19.2,28.5
0.0,19.2,29.0
19.7,19.8,25.5
12.8,19.4,23.4
1.1,19.0,25.5
0.0,19.7,28.8
0.2,19.4,30.5
0.0,19.2,31.8
70.5,19.0,30.5
13.0,19.6,28.0
44.5,19.0,27.0
6.8,19.4,25.3
2.5,18.0,26.2
2.1,19.2,27.5
0.0,19.0,25.5
0.0,18.0,28.0
0.0,16.0,28.6
0.0,17.0,28.5
2.5,17.4,27.0
2.0,15.0,27.0
0.0,14.0,28.5
0.0,15.0,28.5
0.0,15.5,28.0
0.0,15.8,28.5
0.0,16.3,29.5
0.0,17.6,29.0
8.2,15.5,29.6
2.4,15.5,28.3
0.0,15.2,28.5
0.0,15.5,28.2
0.0,16.4,28.2
0.0,15.0,28.0
0.0,14.6,28.0
12.6,15.4,17.0
62.7,13.2,26.8
0.5,16.2,27.0
0.0,10.5,26.5
0.0,13.3,26.2
0.0,13.0,25.5
0.0,13.0,25.5
0.0,13.4,26.5
3.0,11.2,25.5
0.0,11.5,26.0
0.0,12.3,26.0
0.0,12.4,25.7
0.0,12.0,25.2
1.8,10.5,24.1
0.0,10.2,24.0
0.0,10.2,23.4
0.0,11.4,24.0
0.0,12.4,24.3
0.0,12.0,24.2
0.0,10.5,25.0
0.0,12.5,24.5
0.0,12.2,24.0
0.0,11.5,24.0
0.0,11.0,24.0
0.0,12.5,25.0
0.0,11.2,24.6
0.0,11.5,23.8
0.0,10.0,23.0
0.0,12.5,23.0
0.0,13.0,25.2
0.0,10.5,22.5
0.0,11.5,21.8
0.0,10.3,21.6
0.0,10.5,18.6
0.0,8.4,21.8
0.0,10.6,21.0
0.0,9.3,21.2
0.0,9.0,21.0
0.0,8.6,21.0
0.0,8.8,21.5
0.0,10.5,20.0
0.0,8.5,19.6
0.0,8.8,20.0
0.0,7.2,19.5
